_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,helpfulness_gold,no,review
2905175293,false,finalized,3,12/23/2020 06:50:02,helpful,0.6735,,156810,“الفندق العجوز”. لايوجد شيء يعجبني. لا يوجد اضاءه كافيه الأثاث متهالك وقديم السرر غير مريحه لا يوجد اي ترفيه في الفندق دورات المياه لا ترتقي للمستوي المطلوب الابواب لا تعمل وقديمه والدليل لا تجد من الجنسيات الاروبيه لان الكل لديه علم مسبق بمستواه هذا الفندق لا يدخل ضمن تصنيف النجوم ويجب علي هيئة السياحه اغلاقه
2905175294,false,finalized,3,12/23/2020 06:50:02,somewhat_helpful,1.0,,47648,“ممتاز”. كل شي اعجبني. لا يوجد شي
2905175295,false,finalized,3,12/23/2020 06:50:02,helpful,0.6735,,6949,“اللهم صل على النبي وائله الطيبين”. الموقع قريب من الحرم  الجناح العائلي. دوراة المياة  عدم تصريف الماء في ارضية الحمام
2905175296,false,finalized,3,12/23/2020 06:50:02,somewhat_helpful,0.3367,,36062,“جيد”. الموقعنظافة الشاطئالحيوانات. العاب الاطفال قديمه ومتهالكه عدم وجود واي فاي
2905175297,false,finalized,3,12/23/2020 06:50:28,somewhat_helpful,0.6735,,173851,استثنائي. الراحه. الاضاه
2905175298,false,finalized,3,12/23/2020 06:50:28,somewhat_helpful,1.0,,26876,جيد. الراحه في المكان. لا شي
2905175299,false,finalized,3,12/23/2020 06:50:28,helpful,1.0,,4801,"“متميز”. 1-القرب من الحرم2- سمحوا لى بالدخول رغم وصولى مبكراً جداً, حوالى الرابعة فجراً.3- معاملة ممتازة من الإستفبال وعاملى الغرف.4- وفروا لى سيارة للمطار بسعر ممتاز.. 1- الثلاجة لم تكن تعمل.2- كثير من كماليات الغرفة لم تكن موجودة مثل : فرش الأسنان - ليف الإستحمام - مكواه - ميزان."
2905175300,false,finalized,3,12/23/2020 06:50:28,somewhat_helpful,0.6633,,220159,“جيدة ومريحة”. نعم الافطار جيد. يجب توفير خدمة الواي فاي في الغرف
2905175301,false,finalized,3,12/23/2020 07:01:15,helpful,1.0,,182633,“اروع مكان للاسترخاء في الرياض”. إفطار شهي و غرف نظيفة و مريحه جدا.تعاون عالي و راقي من قبل الاستقبال و خاصه المدير المناوب احمد العنزي و الاخ هادي في الاستقبال حيث ساعدوني بقضاء وقت ممتع مع عائلتي. و كان لهم المجهود العالي في تلبيت جميع ما تحتاج إليه و عائلتي.. التفاز لم يعمل بالشكل الصحيح لو لا تدخل الاخ هادي من الاستقبال الذي عمل بهتمام لحل المشكله في وقت قصير
2905175302,false,finalized,3,12/23/2020 07:01:15,helpful,1.0,,74719,“سنترو روتانا”. موقع الفندق ممتاز والأثاث كان جميل ونظيف والفندق هادئ وجميل. الواي فاي ليس مجاني لا أحد يجيد التحدث بالعربية
2905175303,false,finalized,3,12/23/2020 07:01:15,helpful,1.0,,116409,رائع. طاقم العمل ممتاز ودوما مبتسم القيمة مقارنة بتأهيل السكن رائعه. عدم وجود مواقف للسياراتكانت الغرفة مجاورة لمدرسة وكان فيه شوية ازعاج
2905175304,false,finalized,3,12/23/2020 07:01:15,helpful,1.0,,162399,“فندق روعة”. روعه بمعنى الكلمة..يستاهل ٧ نجومخدمات كثيرة يقدمها للزبون.والبيتزا اللذيذة..مجانية طبعا.. لا شي
