,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler
0,0.08382642998027613,0.06177606177606178,0.05228758169934641,0.03571428571428571,0.03333333333333333,0.057692307692307696,0.06382978723404255,0.0,0.07547169811320754,0.0783132530120482,0.08,0.07692307692307693,0.0975609756097561,0.05921052631578947,0.1111111111111111,0.1509433962264151,0.06896551724137931,0.06896551724137931,0.13953488372093023,0.12,0.125,0.0,0.0761904761904762,0.0,0.0,0.09523809523809523,0.043795620437956206,0.06756756756756757,0.016129032258064516,0.08333333333333333,0.0,0.0,0.09722222222222222,0.07547169811320754,0.12,0.043478260869565216,0.0625,0.2857142857142857,0.11764705882352941,0.06338028169014084,0.09090909090909091,0.05128205128205128,0.041666666666666664,0.0,0.08333333333333333,0.06944444444444445,0.0,0.0,0.26666666666666666,0.07692307692307693,0.07818930041152264,0.0,0.06956521739130435,0.11578947368421053,0.05405405405405406,0.125,0.06976744186046512,0.0,0.1111111111111111,0.038461538461538464,0.125,0.0,0.0,0.0
1,0.1390532544378698,0.10038610038610038,0.0457516339869281,0.07142857142857142,0.0,0.019230769230769232,0.02127659574468085,0.09375,0.1792452830188679,0.15060240963855423,0.145,0.23076923076923078,0.24390243902439024,0.07894736842105263,0.2222222222222222,0.1509433962264151,0.09578544061302682,0.1103448275862069,0.27906976744186046,0.16,0.0625,0.0,0.06666666666666667,0.0,0.0,0.0,0.08759124087591241,0.12162162162162163,0.04838709677419355,0.08333333333333333,0.05,0.0,0.14444444444444443,0.07547169811320754,0.08,0.0,0.22916666666666666,0.2,0.17647058823529413,0.09154929577464789,0.18181818181818182,0.15384615384615385,0.08333333333333333,0.125,0.16666666666666666,0.027777777777777776,0.047619047619047616,0.041666666666666664,0.0,0.0,0.09053497942386832,0.034482758620689655,0.08695652173913043,0.10526315789473684,0.13513513513513514,0.09375,0.2558139534883721,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2,0.009861932938856016,0.015444015444015444,0.013071895424836602,0.03571428571428571,0.0,0.0,0.02127659574468085,0.0,0.018867924528301886,0.012048192771084338,0.01,0.009615384615384616,0.024390243902439025,0.006578947368421052,0.0,0.0,0.0038314176245210726,0.006896551724137931,0.023255813953488372,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.007042253521126761,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,0.0,0.0,0.010526315789473684,0.05405405405405406,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.028599605522682446,0.003861003861003861,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.030120481927710843,0.015,0.0,0.024390243902439025,0.013157894736842105,0.0,0.11320754716981132,0.04597701149425287,0.05517241379310345,0.0,0.04,0.0625,0.0,0.0380952380952381,0.0,0.0,0.0,0.0072992700729927005,0.0,0.016129032258064516,0.0,0.0,0.0,0.04722222222222222,0.07547169811320754,0.0,0.08695652173913043,0.020833333333333332,0.05714285714285714,0.0,0.056338028169014086,0.0,0.1282051282051282,0.0,0.375,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.00823045267489712,0.0,0.017391304347826087,0.0,0.05405405405405406,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.03648915187376726,0.02702702702702703,0.0196078431372549,0.0,0.03333333333333333,0.019230769230769232,0.02127659574468085,0.0,0.03773584905660377,0.06626506024096386,0.025,0.028846153846153848,0.04878048780487805,0.019736842105263157,0.0,0.018867924528301886,0.03065134099616858,0.05517241379310345,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.029197080291970802,0.05405405405405406,0.0,0.0,0.0,0.0,0.044444444444444446,0.05660377358490566,0.08,0.043478260869565216,0.020833333333333332,0.05714285714285714,0.058823529411764705,0.04225352112676056,0.015151515151515152,0.07692307692307693,0.041666666666666664,0.125,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.02880658436213992,0.034482758620689655,0.008695652173913044,0.042105263157894736,0.02702702702702703,0.0,0.18604651162790697,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
5,0.01775147928994083,0.015444015444015444,0.006535947712418301,0.0,0.0,0.0,0.02127659574468085,0.0,0.02830188679245283,0.024096385542168676,0.015,0.009615384615384616,0.04878048780487805,0.006578947368421052,0.0,0.03773584905660377,0.019157088122605363,0.020689655172413793,0.0,0.02,0.0,0.0,0.01904761904761905,0.125,0.0,0.0,0.014598540145985401,0.02702702702702703,0.0,0.0,0.0,0.0,0.019444444444444445,0.05660377358490566,0.0,0.043478260869565216,0.041666666666666664,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
6,0.07593688362919132,0.04247104247104247,0.05228758169934641,0.0,0.06666666666666667,0.038461538461538464,0.0425531914893617,0.0625,0.02830188679245283,0.10240963855421686,0.035,0.028846153846153848,0.024390243902439025,0.039473684210526314,0.0,0.05660377358490566,0.09961685823754789,0.07586206896551724,0.023255813953488372,0.1,0.0,0.0,0.05238095238095238,0.0,0.0,0.047619047619047616,0.072992700729927,0.08108108108108109,0.06451612903225806,0.0,0.05,0.14285714285714285,0.06388888888888888,0.09433962264150944,0.08,0.0,0.0625,0.02857142857142857,0.0,0.08450704225352113,0.015151515151515152,0.02564102564102564,0.0,0.0,0.08333333333333333,0.013888888888888888,0.0,0.041666666666666664,0.0,0.0,0.11522633744855967,0.13793103448275862,0.14782608695652175,0.07368421052631578,0.10810810810810811,0.21875,0.13953488372093023,0.0,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.0
7,0.01972386587771203,0.011583011583011582,0.006535947712418301,0.0,0.0,0.019230769230769232,0.0,0.0,0.018867924528301886,0.012048192771084338,0.02,0.019230769230769232,0.024390243902439025,0.013157894736842105,0.05555555555555555,0.018867924528301886,0.02681992337164751,0.034482758620689655,0.0,0.02,0.0,0.0,0.023809523809523808,0.0,0.0,0.047619047619047616,0.014598540145985401,0.02702702702702703,0.0,0.0,0.0,0.0,0.030555555555555555,0.0,0.0,0.13043478260869565,0.041666666666666664,0.0,0.0,0.028169014084507043,0.030303030303030304,0.05128205128205128,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358024691357,0.0,0.02608695652173913,0.031578947368421054,0.02702702702702703,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.19723865877712032,0.138996138996139,0.10457516339869281,0.10714285714285714,0.03333333333333333,0.019230769230769232,0.2127659574468085,0.03125,0.18867924528301888,0.28313253012048195,0.185,0.16346153846153846,0.3170731707317073,0.11842105263157894,0.16666666666666666,0.20754716981132076,0.210727969348659,0.15862068965517243,0.18604651162790697,0.18,0.125,0.0,0.18571428571428572,0.75,0.0,0.2857142857142857,0.11678832116788321,0.1891891891891892,0.03225806451612903,0.08333333333333333,0.0,0.0,0.16666666666666666,0.16981132075471697,0.24,0.08695652173913043,0.20833333333333334,0.08571428571428572,0.0,0.11971830985915492,0.21212121212121213,0.20512820512820512,0.20833333333333334,0.0,0.08333333333333333,0.027777777777777776,0.0,0.041666666666666664,0.06666666666666667,0.0,0.12757201646090535,0.10344827586206896,0.14782608695652175,0.09473684210526316,0.05405405405405406,0.125,0.4883720930232558,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
9,0.023668639053254437,0.02702702702702703,0.032679738562091505,0.0,0.03333333333333333,0.019230769230769232,0.06382978723404255,0.0,0.018867924528301886,0.030120481927710843,0.025,0.038461538461538464,0.0,0.02631578947368421,0.0,0.018867924528301886,0.019157088122605363,0.006896551724137931,0.0,0.02,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.029197080291970802,0.05405405405405406,0.0,0.0,0.0,0.0,0.016666666666666666,0.03773584905660377,0.0,0.0,0.020833333333333332,0.05714285714285714,0.0,0.007042253521126761,0.0,0.05128205128205128,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.02880658436213992,0.034482758620689655,0.02608695652173913,0.031578947368421054,0.02702702702702703,0.0,0.023255813953488372,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0
