_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,helpfulness_gold,no,review
2905788074,false,finalized,3,12/23/2020 06:57:36,somewhat_helpful,0.3367,,55984,لم أجد قصة ، عقدة ، أو حتى أحداث مترابطة.لا يوجد طعم للصفحات الأولى أو الأخيرة من هذا الكتاب و لا اختلاف بينهما لعدم وجود شخصيات أو مواقف يتفاعل معها القارئ .. وجدت إقحام لاقتباسات و أسماء لا تخدم النص ولا تنعش فيه شيئاً بل تزيده ضعف. من وجهة نظري لا يستحق القراءة
2905788075,false,finalized,3,12/23/2020 06:57:36,helpful,1.0,,57969,"ربع جرام. 3692091. "" الحقيقة كانت فكراتى سلبية جدًا عن الرواية من قبل ما أقراها، مُجرد عمل بيكلم عن مدمنين واتباعت منه نسخ كتيرة، وقررت أقراها ""فضولًا"" مش أكتر .... فى البداية حسيت بملل، وبالخلو من أى معانى أو أفكار،. مجرد شريط سينيمائى يعرض لى حياة شباب غير أسوياء ... وباختصار شديد عشان مطولّش أكتشفت أن العمل ""بارع الذكاء"" وهو عمل لم يقف أو لم يستغل حياة الشر الخفية عن المجتمع للتسويق بل بالعكس كان عمل نبيل للغاية .. الرواية مليانة تفاصيل بس المؤكد أنها تفاصيل غير مملة، ولا أنكر إنى شعرت بالملل فى بضعة فقرات، ولكنى لا أنكر أيضًا أننى لم أقرأ رواية واحدة لكاتب عظيم ولم أشعر بالملل !!ا. التفاصيل جاءت خادمة لنسق الدراما لتفيد معنى (إن المدمن عمل كل ما تتخيله أو ما لا تتخيله)، وأعتقد إن ده أعطى الأمل لكثير من المدمنين (المرضى) .. وبالعكس كنت حاسس إن النهاية تكون مليانة تفاصيل عن كده ومكنش عندى أى مانع أفضل مكمِّل قراية ... :). الحقيقة اكتشفت بعد الانتهاء من الرواية (وده المهم) أن الرواية فيها اتجاهين أو بتقدم رسالة لشخصين .. رسالة خاصة للمدمن .. ورسالة عامة للإنسان الطبيعى ... وبيكتشف الإنسان الطبيعى إنه جايز يكون (مدمن/مريض) بس مش واخد باله ... بصراحة .. كلام كتير المفروض إنه يقال عن العمل.. وشخصيًا اتضايقت جدًا من كمّ الهجوم على العمل باعتبار إنه مش أدبى، بصراحة ديه حجّة المتلكِّكين ... لأن عمل سامى بالدرجة دي مش محتاج إننا نبص على أدبيته وبلاغيته ولغته وحواره وخلافه؛ ويكفينا ما يحتمل بين ربوعه من ""رسالة فنية واضحة المعالم ""فالرسالة هى أهم ما فى الفن"
2905788076,false,finalized,3,12/23/2020 06:57:36,helpful,0.6633,,27494,تستحق 5 نجوم فهي رائعة .. ربما النهاية مبالغ فيها قلي? ولكن هي من اجمل الروايات التي قرأتها حتى ا?ن ...
2905788077,false,finalized,3,12/23/2020 06:57:36,somewhat_helpful,0.3367,,25750,"هل تعلمين أن الناس لا يعرفون عنا سوى نهاياتنا ؟عندما نموت ,نصبح رمزًا للجهاد والمقاومة... والرمز لا حياة شخصية لديه ولا احتياجات, لديه هدف فقط , من أجله يعيش ومن أجله يموت,... بهذا المعنى نكون ""مخلوقات ظل"" تهفوا إلى ""النور"" نكون قد عبرنا إلى منطقة النور حين نستشهد... كينونتنا منذ زمن هي كينونة هذا ""الرمز"" كل نفس يتردد في صدورنا هو في سبيل الله. فكيف نعود إلى حياة البشر الفانين؟ نحيا لنأكل ونقرأ ونتفسح وننام ... لنعيد الكرة في اليوم التالي ""التكرار"" تلك الكلمة المقيتة. أليس التكرار هو طابع جهنم؟ جسد يحترق ثم يُكسَى لحمًا ليحترق مرة أخرى كأن شيئًا لم يكن؟"
2905788078,false,finalized,3,12/23/2020 06:58:04,somewhat_helpful,0.3367,,63347,توقعته اجمل بكثير بصراحه.. قرأته لانه لغسان كنفاني لكنني توقع اسلوبه ان يسحب القارئ ويحمسني للتخيل.. الفكرة جميلة ولكن استطعت فهمها من غلاف الكتاب الخلفي.. الصحفات مع قلتها لم تضيف اي محتوى اخر للأسف.
2905788079,false,finalized,3,12/23/2020 06:58:04,helpful,0.6735,,45971,كتاب جيد لصغار السن ليأخذوا به فكره عن الالحاد و اهم قضاياه، لا بأس به للقارئ العامي و للشخص الغير مهتم بموضوع الالحاد ، لشخص لديه شبهات هذا الكتاب ممتاز، لكنه لا يشفي الغليل ، و احيانًا لا تكون ردوده مقنعة بما يكفي، او مُلمة بما يكفي، لكنه جيد اجمالاً لمن ذكرت.
2905788080,false,finalized,3,12/23/2020 06:58:04,somewhat_helpful,0.6735,,3815,رواية تستحق القرااءة ??
2905788081,false,finalized,3,12/23/2020 06:58:04,somewhat_helpful,0.6735,,45700,هو افضل كتب مصطفى محمود على الاطلاق
2905788082,false,finalized,3,12/23/2020 06:59:34,helpful,0.6735,,46451,لم يرق لي انتقاده اللاذع للوحات بيكاسو وقد رأها من منظوره فوضى منظمه وانما هو فن تراه الروح بل ازعجني انتقاده. وفي حينٍ اخر قال عن لوحاته انها مبهمه وممله. وقبل الشروع في فصل الانتقادات كان يقول انه قد علم نفسه ان لا ينتقد وما الى اخره بينما بعدها بكم فصل انقضَ على بيكاسو وكانه مسجون والسبب لوحات بيكاسو.. انا من اشد المعجبين ببيكاسو وارى في لوحاته التماس روحي. وراق لي الكتاب لما فيه من حكم كثيره ولاكن نقده لبيكاسو قد اثر على الكتاب بمنظوري سلبياً. ولاكن تعلمت من الكتاب ان لا انقد فقط بل امدح ولاكن مديحي هنا يقبع في محله فقد افادني كثيراً وشجعني عالحلم والصبر والانعزال وان اسعى لايجاد نفسي قبل ان اجد اي شيء
2905788083,false,finalized,3,12/23/2020 06:59:34,helpful,0.6633,,33048,في كتير من اللي قرأوها قالوا انها كئيبة لكن انا مشوفتش كدة خالص بالعكس دي واقعية جداً وكمان الشخصيات فيها من المجتمع المصري الخالص سواء الغني بجشعه والفقير بطيبته
2905788084,false,finalized,3,12/23/2020 06:59:34,helpful,0.6735,,46441,ياسر حارب يستطيع ان يقول ما ييستطيع ان يقوله الجميع .. باختصار كل الناس تستطيع ان تقول معظم ما جاء في كتابه ! الجميع يعرف تلك الارشادات التي يطرحها في كتابه الذي هو نسخة عن عشرات او مئات النسخ من الكتب باسماء اخرى. 200 صفحة .. الجديد فيها ربما يوضع في 5 او 10 صفحات فقط.. في حديثه عن الحب ! تصنع للادب والحكمة في قالب واحد لا استطيع ان اتحدث عن الادب لانني لا املك فيه معرفة مؤهلة لكنني شبه متيقن بان الكثير من العبارات التي كتبها هو لا يدرك معناها او لاويؤمن بها .. كلامه عن الحب فيه الكثير من علامات التعجب والاستفهام.. اما حديثه عن الدائرة فطامة من الطوام المنطقية .. نرفزني جدا .. لكون اغلب كلامه خال من الجدية والحكمة التي يحاول ان يظهر بها. ما اعجبني في الكتاب هو بعض التساؤلات والافكار الغريبة التي طرحها الكاتب والخارجة عن السياق العام مثل .. ماذا لو نسينا تواريخ ميلادنا. كان موضوع رائع جدا. مقولة الممثل الامريكي في بداية الكتاب عميقة جدا .. فعلا الناس اللي لا تتخذ قرارات بالعادة تشعر بالسعادة لانها استطاعت اتخاذ قرار مثل مواصفات فنجان قهوة. بعض ما كتبه عن الايمان والحب .. عن الذكريات والموت كان جميلا ويستحق القراءة ..
2905788085,false,finalized,3,12/23/2020 06:59:34,helpful,1.0,,42392,هذه الرواية أعجبتني جداً .. سأكون مرتاحاً عندما أقول أنها أفضل عمل لأحمد مراد، الذي يبهرني في كل رواية بقوته وتطوره مع كل عمل جديد له... هذه الرواية تستحق أن تكون فيلماً سينيمائياً .. وليس رواية الفيل الأزرق التي لا تحمل مضموناً هاماً سوى أنها مثيرة وممتعة.. طبعاً مع بعض التحفظات على بعض الأخطاء الفنية، إلا أن هناك خطأ فادح لا أستطيع السكوت عنه : (هو نجيب الأهواني مش كان زميل أحمد في كلية الطب ؟!! .. بالأخير طلع معوش شهادة ثانوية عامة !!! ... ده يحصل ازاي يا عم أحمد مراد ؟!)
2905788086,false,finalized,3,12/23/2020 07:00:04,helpful,1.0,,40495,"حبيت الرواية جدا ,, محستش بالملل اللي حسيته في نهاية احببتك اكثر مما ينبغي. اللت والعجن فيها مكنش زي الرواية الاولي. يمكن عشان بتتكلم من وجهة نظر (عزيز). :D. والرجالة كلامهم قليل. لا بس الاكيد ان اثير طورت من نفسها واتعلمت من اخطاء الرواية الاولي. بشكل عام الرواية حلوة اسلوبها رائع جدا. كلامها واحاسيسها. ولو نزل ليها اي رواية بالتاكيد\ هقرا ليها. برافو اثير ,, استمري"
2905788087,false,finalized,3,12/23/2020 07:00:04,not_helpful,0.6633,,50777,قوية !!
2905788088,false,finalized,3,12/23/2020 07:00:04,helpful,0.6633,,7735,ببساطة الرواية دي بتبين عبقرية أحمد مراد ف المزج بين عالمين بطريقة خيالية واقعية يتخللها بعض الإثارة ز المعرفة زي لغة الجسد و حاجات كتير
2905788089,false,finalized,3,12/23/2020 07:00:04,helpful,1.0,,415,"الهوية, الدين, الانتماء, العائلة , العادات , العبادة, ... وغير ذلك من أساسيات الحياة الذي شرع الكاتب سعود بتحطيم تعاريفهم المتداولة لاعادة لفظها بتعاريف أكثر واقعية.. أنجز الكاتب مهمته بإتقان من سرد التفاصيل, لتقمص الشخصيات والحديث بلسانها , لعرض المشكلات الاجتماعية , حتى عرضه لأحاديث الناس لم تخلو من تفصيله ,دافعاً القارئ لعيشها بكل سلاسة وشوق ,فاسحاً المجال لكل التساؤلات للولوج الى عمق التفكير."
2905788090,false,finalized,3,12/23/2020 07:00:32,helpful,1.0,,26165,لم اقرا رواية بهذا الجمال ومع اني اعرف انها مقتبسة من قصة حقيقية الا ان الاحداث جعلتني لا استطيع التصديق .. حياة كلها الهام تمنيت ان اعيشها كنت اقراها بقلبي وعقلي .. رواية تستحق القراءة بجلسة واحدة
2905788091,false,finalized,3,12/23/2020 07:00:32,not_helpful,0.6633,,2162,تستحق 30 بوكر
2905788092,false,finalized,3,12/23/2020 07:00:32,helpful,0.6735,,39615,أمسى الكلام مبتذلا ... فأي شيء يضاهي الطنطورية وما فيها من وجع ؟؟! . لآ أعلم كيف انتهت بهذة السرعة !. كآن يخيل لى أننى اقفز فقرات .. فأعود لأقرأ مرة اخري فقرة مآ لأجدنى أحفظها كأننى قرأتها مئة مرة ... يومين فقط عايشت فيها معاناة ما يزيد عن نصف قرن .. كآنا يومين ثقليين والنوم فيهما مجآزر وقتلى !. كيف تستطيع رضوي أن تنقلنا من واقعنا وغيبوبتنا إلى تاريخ كان واقعا وتجعلنا نكابد ما كابده من قبلنا ... كيف تحيي القضايا وتبعث من رقد فى ثبات !. أريد أن أسطر مآ شعرته وعايشته ولكن. “أحياناً نحتفظ بأشياء ربما يصعب أن نختزل قيمتها فى معنى واحد”. هكذا قآلت مريم وهكذا أقول !
2905788093,false,finalized,3,12/23/2020 07:00:32,not_helpful,0.6633,,18413,طويلة جدا بدون داعى
2905788094,false,finalized,3,12/23/2020 07:01:01,helpful,1.0,,52565,حسناً .... هذة الرواية من افضل ما قرأت ... ليس سهلا ان تذوب بين ثنايات 500 صفحة وبين حكايات متعددة. وبين وعي منقسم بين ايلا وبين الرومي وشمس وعزيز و..الخ. دون ان تصاب بـ لوثة ..او علي الاقل تصاب بالملل الناتج عن كثرة التشعّب والتفاصيل. اود لو اعطيتها 5 نجوم ...فهي تستحق. في رحلة ممتعة الي جوانب لم نطرقها قط... والي عوالم لطالما اعتقدنا انها غير موجودة. كـ عمل أدبي ...شئ عظيم فعلا ... اشكر الكاتبة علي هذة الرحلة ولا اظن انها ستكون الاخيرة سأبحث عن اعمالها ..واقرأها. لكن لم استطع اعطاؤها ال5 نجوم ..لانها طرقت مبادئ دينية ...في غاية الحساسية. كم وددت لو انها غضت النظر عنها ..لكن هذا لم يحدث ولم يمنعني هذا من الاستمتاع بما كتبت. ارشح الرواية للجميع عدا ضعاف النفوس ... فيعلم الله وحده ما قد يحدث لهم لو افتتنوا بسحرها
2905788095,false,finalized,3,12/23/2020 07:01:01,helpful,1.0,,24535,إني أقدّر هذه الرواية كثيرا، لسبب مختلف عن أسباب الآخرين، ألا وهو أنها علمتني درسا قيما، حتى وإن كانت العبرة قد أتت بعد فوات الأوان، وذلك عهدنا بدروس الحياة.. علمتني الرواية أن الصديق الذي يشجعك على قراءة مثيلاتها دون أي إشارة إلى المقاطع الإباحية التي هي فيها، هو حتما صديق غير جدير بالثقة !. قد تقولون عن تعميمي إنه خاطئ، وأقول لكم، فلتأتوا وتحاسبوني إن خجل صديقكم ذاك من قلة أدبه، أو إن ظل على احترامه لأخلاقكم، وهما أمران مستبعدان، جدا .... توقفت عن قراءة الرواية لما بدأ مستواها الأخلاقي يسقط إلى الحضيض، وقد صدمت به صدمة قوية، فقلت لنفسي، فلألتمس بعض المواساة في مأساتي بقراءة شيء من آراء القرّاء في هذا الموقع؛ لا شك أنهم مفجوعون مثلي.. ثم كانت الصدمة الثانية !؛ أغلب التقييمات نجوم خمس أو أربع على الأقل. وتتلو تلك الصدمة مباشرة صدمة أخيرة هي في الآراء بحد ذاتها، إذ ترى معظم كاتبيها بين مادح للأسلوب المذهل، ومطبّل لعبقرية يوسف زيدان، ومصفّق لروعة الأحداث، وبين جامعٍ لها كلها دفعة واحدة !. وإن تكرّم أحدهم فهو يذّيل تعليقه بقول من مثل : لكني كرهت الإباحية التي فيها .... والسلام ! .. خاتمة مدهشة، تكلمت فأوجزت فأوصلت فأفدت ! .. بارك الله فيك !. هل هذا هو نصيب الأخلاق من آرائكم ؟! ؛ جملة صغيرة في نهاية الكلام، أو جملة أصغر ضائعة في وسطه ؟!. هل يحجب الأسلوب والأحداث والحبكة وغير ذلك، فحشَ كثير من الصفحات ؟!. وهل تشفع كل تلك الأمور لكم تقييمكم الرواية بخمس أو أربع نجوم ؟!. والله إن أمركم عجيب، انظروا لأنفسكم بأي ميزان صرتم تحكمون !. منحكم الرواية أكثر من نجمة واحدة جريمة في حق الفن النقي الراقي الهادف، وإهانة له !. حتى وإن كان بالرواية ما أعجبكم، يجب عليكم – على الأقل – ألا تمنحوها تقييما عاليا، لأنكم بذلك تروجون لها، وتشجعون كاتبها على كتابة مزيد من ذلك الهراء الذي يجب حرقه، أو رميه في أقرب سلة نفايات !. هذه أكثر نقطة رفعت ضغطي، أما النقطة الثانية، فهي حكاية كون يوسف زيدان قد ألف الرواية، ولم يترجمها.. لا أدري في الحقيقة بأي شيء أصف كيف أصبح وجهي حينما عرفت ذلك، أو حين قرأت آراء تلصق صفة الإبداع بتلك الحركة، وصفة العبقرية بالكاتب !. بالله عليكم ؟!. ذلك كذب يا عالم، وليس أي كذب !. هو كذب متقن، نجح فيه كثيرا لما نقل حتى الحواشي التي يُفترض بها أن تكون موجودة على أطراف تلك الرقوق !. كل هذا الخداع، والمكر، وادعاء قصة لم تحدث، صار في نظركم إبداعا وعبقرية ؟!. والجهلة بالتاريخ المساكين أمثالي ما ذنبهم حين يصدقون المكتوب، ثم يصعقون بكون الأمر مجرد كذبة طريفة من الكاتب ؟!. هل سيظل للكاتب أدنى مصداقية بعد حركة سخيفة مثل تلك ؟!. ثم المصيبة أن تجد من يبرر فعلته ويقول أنه كتب ذلك ليجعل القرّاء يندمجون في القراءة ! وهل عدم الكاتب سبيلا غير هذا ليدخل قرّاءه في جو القصة ؟!. أم أنه أراد أن يجد لنفسه تصريحا لكي يتمادى في وصف أفكار هيبا، وخطيئته، وكل شيء ؟! .. فتكون حجته جاهزة وعلى شاكلة : كتبت الرواية على أساس كونها ترجمة حرفية أمينة لمذكرات راهب مسيحي، وبالتالي فمدى سوء ما سأذكره ليس من شأني، أنا إنسان أمين في نقل الوقائع !! .... وإن لم يكن ذلك هو السبب الحقيقي، فماذا إذن ؟! وبأي شيء يمكن أن يبرر يوسف زيدان احتياله بتلك الحركة التافهة ؟!. يا خسارة الوقت والمال إللي ضيعتهم على هاي المهزلة. -_-
